user_id,Time,,,,,,,,,,,,
25303,"9/11/17, 16:18",,,,,,,,,,,,
25672,"9/11/17, 16:14",,,,,,,,,,,,
25672,"9/11/17, 16:14",,,,,,,,,,,,
25672,"9/11/17, 16:14",,,,,,,,,,,,
25672,"9/11/17, 16:14",,,,,,,,,,,,
25672,"9/11/17, 16:14",,,,,,,,,,,,
25672,"9/11/17, 16:13",,,,,,,,,,,,
25672,"9/11/17, 16:13",,,,,,,,,,,,
25303,"9/11/17, 16:13",,,,,,,,,,,,
25303,"9/11/17, 16:13",,,,,,,,,,,,
25303,"9/11/17, 16:13",,,,,,,,,,,,
25303,"9/11/17, 16:12",,,,,,,,,,,,
25303,"9/11/17, 16:11",,,,,,,,,,,,
25303,"9/11/17, 16:11",,,,,,,,,,,,
25303,"9/11/17, 16:09",,,,,,,,,,,,
25303,"9/11/17, 16:09",,,,,,,,,,,,
25303,"9/11/17, 16:09",,,,,,,,,,,,
25303,"9/11/17, 16:08",,,,,,,,,,,,
25303,"9/11/17, 16:08",,,,,,,,,,,,
25303,"9/11/17, 16:08",,,,,,,,,,,,
25672,"9/11/17, 16:08",,,,,,,,,,,,
25303,"9/11/17, 16:08",,,,,,,,,,,,
25303,"9/11/17, 16:08",,,,,,,,,,,,
25303,"9/11/17, 16:08",,,,,,,,,,,,
25303,"9/11/17, 16:08",,,,,,,,,,,,
25303,"9/11/17, 16:07",,,,,,,,,,,,
25303,"9/11/17, 16:07",,,,,,,,,,,,
25303,"9/11/17, 16:07",,,,,,,,,,,,
25672,"9/11/17, 15:54",,,,,,,,,,,,
26546,"9/11/17, 15:20",,,,,,,,,,,,
26546,"9/11/17, 15:20",,,,,,,,,,,,
26546,"9/11/17, 15:19",,,,,,,,,,,,
26546,"9/11/17, 15:19",,,,,,,,,,,,
26546,"9/11/17, 15:19",,,,,,,,,,,,
26546,"9/11/17, 15:19",,,,,,,,,,,,
4,"9/11/17, 12:47",,,,,,,,,,,,
4,"9/11/17, 12:46",,,,,,,,,,,,
4,"9/11/17, 12:45",,,,,,,,,,,,
4,"9/11/17, 12:44",,,,,,,,,,,,
4,"9/11/17, 12:40",,,,,,,,,,,,
